iter	MultiClass
0	1.220626554
1	1.085881654
2	0.973705772
3	0.8786506901
4	0.7969805534
5	0.7260287219
6	0.6638284985
7	0.6088896505
8	0.5600570722
9	0.5164180046
10	0.4857231395
11	0.4495788865
12	0.4169083381
13	0.3872830133
14	0.3603426748
15	0.3357817458
16	0.313338943
17	0.2927892533
18	0.273937649
19	0.2566141067
20	0.2406696199
21	0.2259729762
22	0.2124081303
23	0.2022077229
24	0.1904344467
25	0.1795312024
26	0.171223697
27	0.1617137674
28	0.1528809704
29	0.1446693032
30	0.1370280969
31	0.1299114171
32	0.123277545
33	0.1170885271
34	0.1113097817
35	0.1059097553
36	0.1008596194
37	0.0961330035
38	0.09170575863
39	0.08755574755
40	0.08366265757
41	0.08000783349
42	0.076574128
43	0.07334576737
44	0.07030823061
45	0.06744814049
46	0.06475316515
47	0.06221192905
48	0.0598139322
49	0.05754947694
50	0.05540960133
51	0.05338601854
52	0.05147106166
53	0.04965763334
54	0.04793915984
55	0.04630954904
56	0.04476315209
57	0.04329472827
58	0.04189941284
59	0.04057268763
60	0.03931035404
61	0.03810850828
62	0.03696351872
63	0.03587200499
64	0.03483081891
65	0.03383702687
66	0.03288789373
67	0.03198086791
68	0.03111356779
69	0.03028376911
70	0.02948939342
71	0.02872849743
72	0.02799926318
73	0.02729998903
74	0.02662908128
75	0.02598504653
76	0.02536648456
77	0.02477208176
78	0.02420060514
79	0.02365089668
80	0.02312186823
81	0.02261249667
82	0.02212181952
83	0.02164893088
84	0.02119297761
85	0.02075315583
86	0.02032870766
87	0.01991891825
88	0.01952311292
89	0.01914065464
90	0.01877094155
91	0.01841340476
92	0.01806750629
93	0.01773273709
94	0.01740861525
95	0.01709468438
96	0.01679051197
97	0.016495688
98	0.01620982357
99	0.0159325496
100	0.01566351571
101	0.01540238909
102	0.01514885349
103	0.01490260821
104	0.01466336729
105	0.01443085859
106	0.01420482305
107	0.01398501395
108	0.0137711962
109	0.01356314574
110	0.01336064888
111	0.01316350177
112	0.01297150988
113	0.01278448746
114	0.01260225708
115	0.01242464925
116	0.0122515019
117	0.0120826601
118	0.0119179756
119	0.01175730657
120	0.0116005172
121	0.01144747745
122	0.01129806274
123	0.01115215366
124	0.01100963574
125	0.01087039923
126	0.01073433881
127	0.01060135341
128	0.01047134602
129	0.01034422347
130	0.01021989627
131	0.01009827842
132	0.009979287266
133	0.009862843318
134	0.009748870134
135	0.009637294166
136	0.009528044632
137	0.009421053394
138	0.009316254835
139	0.009213585754
140	0.009112985254
141	0.009014394646
142	0.00891775735
143	0.008823018806
144	0.008730126388
145	0.00863902932
146	0.0085496786
147	0.008462026925
148	0.008376028621
149	0.008291639573
150	0.008208817166
151	0.008127520219
152	0.008047708931
153	0.00796934482
154	0.007892390678
155	0.007816810515
156	0.00774256951
157	0.007669633971
158	0.007597971286
159	0.007527549883
160	0.00745833919
161	0.007390309598
162	0.007323432421
163	0.007257679866
164	0.007193024996
165	0.007129441699
166	0.007066904658
167	0.007005389323
168	0.006944871879
169	0.006885329226
170	0.006826738944
171	0.006769079278
172	0.006712329108
173	0.00665646793
174	0.006601475832
175	0.006547333474
176	0.00649402207
177	0.006441523365
178	0.006389819621
179	0.006338893597
180	0.006288728531
181	0.006239308127
182	0.006190616537
183	0.006142638347
184	0.006095358562
185	0.006048762592
186	0.00600283624
187	0.00595756569
188	0.005912937489
189	0.005868938543
190	0.0058255561
191	0.005782777743
192	0.005740591374
193	0.00569898521
194	0.00565794777
195	0.005617467866
196	0.005577534592
197	0.005538137321
198	0.005499265688
199	0.00546090959
200	0.005423059175
201	0.005385704832
202	0.005348837186
203	0.005312447093
204	0.00527652563
205	0.005241064088
206	0.005206053969
207	0.005171486977
208	0.005137355015
209	0.005103650174
210	0.005070364734
211	0.005037491154
212	0.00500502207
213	0.004972950286
214	0.004941268773
215	0.004909970664
216	0.004879049247
217	0.004848497963
218	0.004818310401
219	0.004788480293
220	0.004759001511
221	0.004729868064
222	0.004701074094
223	0.00467261387
224	0.004644481787
225	0.004616672364
226	0.004589180236
227	0.004562000155
228	0.004535126986
229	0.004508555703
230	0.004482281387
231	0.004456299223
232	0.004430604498
233	0.004405192597
234	0.004380059
235	0.004355199284
236	0.004330609115
237	0.004306284248
238	0.004282220526
239	0.004258413876
240	0.004234860308
241	0.004211555912
242	0.004188496856
243	0.004165679387
244	0.004143099823
245	0.004120754558
246	0.004098640057
247	0.004076752852
248	0.004055089545
249	0.004033646803
250	0.004012421358
251	0.003991410005
252	0.0039706096
253	0.003950017061
254	0.003929629362
255	0.003909443536
256	0.003889456672
257	0.003869665912
258	0.003850068454
259	0.003830661546
260	0.003811442488
261	0.00379240863
262	0.00377355737
263	0.003754886155
264	0.003736392477
265	0.003718073875
266	0.00369992793
267	0.003681952269
268	0.003664144561
269	0.003646502517
270	0.003629023887
271	0.003611706462
272	0.003594548072
273	0.003577546586
274	0.003560699907
